Month,Season,Product type,Price,Availability,Number of products sold,Customer demographics,Stock levels,Lead times,Order quantities,Shipping times,Shipping costs,Production volumes,Manufacturing lead time,Manufacturing costs,Inspection results,Defect rates,Transportation modes,Routes,Costs,Location,Seasonal_Factor,Correct_Revenue
12,Festive,haircare,54.45,71,1929,Female,73,19,90,11,20.09,420,31,64.78,Fail,0.065,Air,Route A,103.76,Bangalore,1.3,136544.27
2,Winter,skincare,107.58,36,442,Female,462,19,165,12,10.09,351,24,101.36,Fail,0.232,Road,Route A,112.52,Mumbai,0.9,42795.32
1,Winter,skincare,112.45,81,1912,Non-binary,232,10,278,9,5.18,999,20,31.61,Pass,0.2,Rail,Route C,143.33,Delhi,0.9,193503.96
8,Rainy,skincare,60.62,71,1814,Male,415,6,30,4,3.7,1144,8,80.88,Fail,0.062,Road,Route B,234.21,Bangalore,0.95,104466.45
11,Festive,skincare,102.07,39,1403,Male,389,3,59,2,15.9,693,13,72.49,Pass,0.03,Sea,Route C,116.42,Kolkata,1.3,186165.47
3,Summer,haircare,112.18,35,1475,Female,139,16,184,13,18.45,1149,11,115.36,Fail,0.185,Rail,Route B,130.42,Hyderabad,1.1,182012.05
7,Rainy,skincare,85.99,26,912,Non-binary,94,9,123,5,11.31,1247,24,100.36,Fail,0.165,Rail,Route B,226.17,Bangalore,0.95,74501.74
1,Winter,haircare,70.41,85,1320,Female,442,17,270,4,14.63,887,36,61.33,Fail,0.148,Air,Route C,137.44,Chennai,0.9,83647.08
1,Winter,haircare,104.3,31,1348,Female,89,9,272,12,9.14,962,5,99.43,Pass,0.24,Air,Route B,206.49,Bangalore,0.9,126536.76
12,Festive,skincare,147.34,62,1039,Female,342,5,263,5,11.01,285,13,60.8,Pending,0.085,Road,Route A,45.78,Delhi,1.3,199012.14
9,Rainy,haircare,81.22,59,146,Non-binary,252,19,76,7,19.06,1333,23,96.08,Pass,0.031,Sea,Route A,67.63,Kolkata,0.95,11265.21
12,Festive,haircare,77.01,20,1308,Female,290,15,112,2,18.8,952,38,49.15,Pending,0.052,Road,Route B,182.04,Mumbai,1.3,130947.8
8,Rainy,skincare,85.71,77,1014,Non-binary,151,10,292,14,3.62,917,38,57.29,Pass,0.18,Road,Route B,203.39,Hyderabad,0.95,82564.44
12,Festive,haircare,39.15,22,261,Male,117,4,60,2,23.77,1400,27,80.57,Fail,0.228,Road,Route A,202.25,Delhi,1.3,13283.6
3,Summer,haircare,96.38,27,1766,Female,121,12,185,14,8.92,727,5,74.09,Pass,0.172,Road,Route C,154.87,Chennai,1.1,187227.79
6,Rainy,skincare,69.44,94,394,Male,447,14,252,13,22.97,85,27,59.55,Pending,0.036,Road,Route B,87.88,Kolkata,0.95,25991.39
11,Festive,haircare,44.57,80,191,Female,186,15,190,13,14.26,411,33,113.76,Fail,0.177,Sea,Route B,91.07,Bangalore,1.3,11066.73
3,Summer,haircare,85.95,24,1710,Male,124,19,220,13,13.98,1096,27,70.4,Pending,0.079,Sea,Route C,81.79,Mumbai,1.1,161671.95
12,Festive,skincare,30.41,45,1773,Non-binary,473,5,57,3,12.91,269,27,92.13,Pending,0.1,Rail,Route B,133.85,Chennai,1.3,70092.01
4,Summer,haircare,78.21,92,1291,Female,105,12,241,11,23.29,77,31,61.7,Fail,0.161,Air,Route A,155.58,Kolkata,1.1,111066.02
1,Winter,skincare,42.69,36,1381,Female,56,3,275,11,7.58,775,31,92.33,Pass,0.107,Sea,Route C,41.72,Kolkata,0.9,53059.4
5,Summer,haircare,32.92,85,849,Non-binary,461,15,103,13,16.46,600,31,99.24,Fail,0.24,Road,Route C,108.79,Delhi,1.1,30743.99
1,Winter,haircare,128.94,70,656,Male,179,15,264,4,9.99,583,27,74.71,Pending,0.199,Road,Route C,219.27,Delhi,0.9,76126.18
1,Winter,skincare,139.95,66,408,Male,142,12,95,13,23.14,238,27,23.27,Pending,0.136,Rail,Route C,124.31,Hyderabad,0.9,51389.64
10,Festive,skincare,54.92,59,1772,Non-binary,431,15,104,6,6.73,905,25,70.42,Pass,0.108,Sea,Route C,149.81,Delhi,1.3,126513.71
11,Festive,haircare,94.72,46,1738,Male,493,6,55,10,17.88,748,11,109.89,Pending,0.083,Air,Route C,136.56,Kolkata,1.3,214010.37
11,Festive,skincare,63.35,59,1252,Non-binary,151,17,45,7,12.28,553,25,28.39,Pass,0.083,Sea,Route A,70.52,Bangalore,1.3,103108.46
7,Rainy,haircare,89.23,20,1796,Male,285,15,19,6,17.55,257,24,78.42,Pending,0.161,Sea,Route A,61.38,Kolkata,0.95,152244.23
12,Festive,skincare,82.4,65,1673,Non-binary,302,15,253,9,6.47,1315,36,23.42,Pending,0.208,Rail,Route B,87.78,Kolkata,1.3,179211.76
6,Rainy,haircare,62.29,30,668,Non-binary,359,11,36,2,11.66,1134,10,68.72,Fail,0.048,Sea,Route C,178.42,Mumbai,0.95,39529.23
2,Winter,haircare,114.05,58,1284,Non-binary,439,12,88,8,5.36,702,22,89.19,Pass,0.232,Air,Route B,223.27,Bangalore,0.9,131796.18
11,Festive,haircare,45.18,37,275,Non-binary,280,19,148,9,24.31,274,10,58.05,Pending,0.075,Rail,Route C,95.02,Bangalore,1.3,16151.85
12,Festive,haircare,36.37,66,1894,Male,484,1,41,14,7.71,527,12,31.39,Fail,0.177,Road,Route A,109.8,Chennai,1.3,89550.21
2,Winter,haircare,122.12,93,1411,Female,453,16,157,10,24.85,1001,6,114.74,Pending,0.191,Road,Route C,114.35,Kolkata,0.9,155080.19
11,Festive,skincare,109.91,40,1072,Male,435,11,55,12,12.21,776,24,113.31,Pass,0.205,Air,Route C,196.18,Delhi,1.3,153170.58
7,Rainy,skincare,89.82,47,1528,Non-binary,374,1,69,10,4.57,923,17,99.52,Pass,0.098,Road,Route A,122.69,Bangalore,0.95,130382.71
1,Winter,haircare,86.13,20,1959,Female,426,4,77,13,3.39,867,12,40.77,Fail,0.103,Sea,Route A,149.06,Hyderabad,0.9,151855.8
2,Winter,haircare,89.69,33,1780,Female,480,6,26,14,16.18,246,30,97.29,Pass,0.169,Sea,Route A,183.2,Hyderabad,0.9,143683.38
12,Festive,skincare,82.44,39,1037,Male,208,4,74,9,16.52,1062,14,53.49,Pass,0.238,Rail,Route A,230.36,Kolkata,1.3,111137.36
8,Rainy,skincare,77.15,92,1703,Non-binary,404,2,194,11,14.55,1240,13,80.91,Pending,0.232,Air,Route C,60.21,Chennai,0.95,124817.13
6,Rainy,skincare,89.96,64,1463,Non-binary,50,17,284,4,4.46,218,32,64.73,Pending,0.187,Rail,Route C,236.86,Delhi,0.95,125030.91
2,Winter,skincare,93.42,80,1118,Non-binary,294,1,14,7,10.29,1450,11,45.04,Fail,0.048,Rail,Route C,146.04,Bangalore,0.9,93999.2
7,Rainy,skincare,113.03,46,1391,Non-binary,490,13,91,6,10.9,1270,5,85.31,Pass,0.167,Sea,Route B,61.7,Chennai,0.95,149363.49
4,Summer,haircare,115.34,75,317,Non-binary,329,12,64,4,18.51,620,37,91.91,Pass,0.205,Rail,Route A,149.8,Kolkata,1.1,40219.06
2,Winter,haircare,75.32,71,912,Female,403,2,13,3,12.21,750,17,72.83,Fail,0.247,Rail,Route A,136.46,Delhi,0.9,61822.66
12,Festive,skincare,79.62,87,263,Male,437,19,189,3,15.61,227,38,36.2,Pending,0.137,Air,Route C,78.29,Bangalore,1.3,27222.08
6,Rainy,skincare,74.84,56,1971,Male,151,12,28,11,9.3,797,15,69.45,Pass,0.147,Air,Route C,104.82,Delhi,0.95,140134.16
11,Festive,skincare,94.38,50,1814,Male,195,4,140,11,18.97,232,33,96.9,Pass,0.246,Sea,Route C,110.91,Bangalore,1.3,222566.92
9,Rainy,skincare,84.4,68,1514,Female,323,18,76,11,4.03,437,31,104.65,Pending,0.211,Sea,Route A,131.96,Bangalore,0.95,121392.52
11,Festive,skincare,136.75,72,1540,Female,68,2,294,5,24.75,1276,39,22.7,Pending,0.018,Rail,Route A,212.39,Mumbai,1.3,273773.5
9,Rainy,skincare,113.56,58,147,Male,463,1,190,10,17.11,548,29,38.66,Fail,0.241,Rail,Route C,128.88,Bangalore,0.95,15858.65
8,Rainy,skincare,137.84,29,1317,Female,392,13,145,3,6.27,1228,19,113.01,Pending,0.061,Sea,Route B,216.71,Bangalore,0.95,172458.52
3,Summer,skincare,115.1,28,900,Female,191,5,142,6,18.78,530,6,98.17,Pass,0.213,Air,Route A,127.03,Mumbai,1.1,113949.0
3,Summer,skincare,146.52,32,817,Male,437,19,73,14,20.3,574,18,91.85,Fail,0.098,Sea,Route B,93.56,Bangalore,1.1,131677.52
2,Winter,haircare,106.29,37,183,Female,497,1,36,9,20.35,683,18,33.79,Pending,0.038,Sea,Route A,122.41,Mumbai,0.9,17505.96
5,Summer,skincare,145.63,31,712,Non-binary,331,2,298,11,8.96,529,28,20.44,Fail,0.214,Air,Route C,47.66,Chennai,1.1,114057.42
12,Festive,skincare,48.98,91,1790,Male,349,14,291,12,24.09,1280,9,78.88,Pending,0.006,Rail,Route C,150.99,Hyderabad,1.3,113976.46
4,Summer,haircare,36.3,24,1170,Male,25,9,232,3,3.39,1152,38,106.6,Pass,0.146,Road,Route B,42.4,Hyderabad,1.1,46718.1
7,Rainy,haircare,99.5,26,333,Male,95,8,279,8,11.36,1288,36,27.13,Pass,0.058,Sea,Route A,210.72,Bangalore,0.95,31476.82
4,Summer,haircare,148.02,34,1976,Male,223,11,41,13,5.29,363,32,26.94,Fail,0.044,Road,Route A,154.83,Delhi,1.1,321736.27
9,Rainy,skincare,80.11,86,1061,Female,388,4,258,7,11.47,369,17,119.86,Fail,0.136,Air,Route B,204.01,Bangalore,0.95,80746.87
12,Festive,skincare,55.45,37,1422,Male,401,3,151,2,4.26,1235,20,43.64,Fail,0.228,Road,Route C,180.49,Mumbai,1.3,102504.87
12,Festive,skincare,92.58,57,947,Non-binary,229,5,57,14,17.19,693,25,86.53,Fail,0.241,Air,Route A,127.36,Chennai,1.3,113975.24
2,Winter,skincare,107.86,45,246,Female,55,14,185,8,4.37,1063,26,75.78,Pending,0.036,Sea,Route B,71.62,Chennai,0.9,23880.2
11,Festive,haircare,67.82,57,295,Female,438,10,42,11,16.55,1150,27,61.45,Fail,0.189,Rail,Route C,121.31,Kolkata,1.3,26008.97
6,Rainy,skincare,115.77,78,1005,Male,300,6,106,10,8.15,526,36,100.29,Pending,0.172,Road,Route C,227.48,Hyderabad,0.95,110531.41
7,Rainy,skincare,147.01,71,1113,Female,196,10,33,2,6.94,1402,16,43.79,Fail,0.1,Air,Route C,45.16,Chennai,0.95,155441.02
4,Summer,haircare,137.64,52,1145,Female,74,11,35,3,10.63,1142,26,47.99,Pending,0.024,Sea,Route C,222.58,Delhi,1.1,173357.58
6,Rainy,skincare,64.99,40,1317,Female,188,8,59,8,17.1,741,27,46.64,Pending,0.13,Air,Route A,201.28,Mumbai,0.95,81312.24
7,Rainy,skincare,69.21,36,485,Male,332,4,179,2,15.72,517,39,74.72,Fail,0.196,Sea,Route A,105.57,Mumbai,0.95,31888.51
4,Summer,skincare,74.58,81,463,Non-binary,425,18,104,14,17.97,833,29,85.61,Fail,0.002,Rail,Route B,144.91,Chennai,1.1,37983.59
8,Rainy,skincare,77.35,78,1989,Male,497,14,228,3,23.22,521,34,29.27,Pending,0.094,Rail,Route A,104.25,Chennai,0.95,146156.69
9,Rainy,haircare,42.04,21,373,Non-binary,447,3,150,4,7.47,197,34,34.67,Pending,0.018,Sea,Route B,237.5,Delhi,0.95,14896.87
1,Winter,haircare,121.44,83,1507,Female,432,12,233,3,12.09,889,7,31.82,Pass,0.014,Rail,Route B,98.89,Chennai,0.9,164709.07
7,Rainy,haircare,73.84,44,307,Non-binary,346,15,288,14,8.85,334,35,85.14,Pending,0.058,Sea,Route A,156.34,Delhi,0.95,21535.44
9,Rainy,haircare,135.58,60,374,Male,67,8,174,3,15.9,997,39,82.54,Fail,0.222,Road,Route C,164.82,Delhi,0.95,48171.57
12,Festive,skincare,141.23,38,1106,Male,123,14,68,3,9.23,987,18,103.01,Pass,0.11,Road,Route C,225.88,Mumbai,1.3,203060.49
10,Festive,skincare,32.93,57,1852,Male,22,6,281,8,15.28,1290,26,48.65,Pending,0.182,Rail,Route A,223.06,Kolkata,1.3,79282.27
5,Summer,skincare,148.62,44,595,Female,104,14,209,11,21.11,598,19,93.26,Pass,0.24,Air,Route A,158.72,Hyderabad,1.1,97271.79
12,Festive,haircare,115.2,58,1001,Non-binary,192,4,91,5,15.12,628,27,48.52,Fail,0.001,Road,Route C,247.05,Bangalore,1.3,149909.76
2,Winter,haircare,92.45,23,1662,Male,295,6,259,5,21.44,176,12,95.17,Fail,0.199,Air,Route A,195.2,Delhi,0.9,138286.71
10,Festive,haircare,76.74,22,1650,Male,348,16,274,9,16.45,708,28,80.8,Pending,0.031,Sea,Route B,114.56,Kolkata,1.3,164607.3
6,Rainy,skincare,92.22,53,258,Male,252,17,101,6,22.15,613,37,61.4,Fail,0.014,Rail,Route A,56.12,Chennai,0.95,22603.12
12,Festive,skincare,68.95,29,1039,Female,183,2,287,2,23.47,403,11,83.51,Pass,0.165,Sea,Route B,55.68,Kolkata,1.3,93130.77
12,Festive,haircare,104.72,46,1849,Male,79,18,84,3,14.17,1464,13,104.53,Pass,0.178,Road,Route C,138.18,Mumbai,1.3,251715.46
7,Rainy,haircare,41.16,20,559,Female,97,13,23,11,20.39,616,38,42.19,Pending,0.179,Sea,Route A,52.99,Kolkata,0.95,21858.02
2,Winter,skincare,104.53,63,493,Female,37,16,224,13,13.31,58,24,81.5,Pending,0.065,Rail,Route C,87.07,Bangalore,0.9,46379.96
2,Winter,skincare,63.04,71,1016,Male,116,13,88,4,18.51,569,23,119.33,Fail,0.038,Sea,Route A,74.51,Chennai,0.9,57643.78
10,Festive,skincare,32.12,44,1042,Female,85,14,142,5,3.83,260,36,99.74,Pass,0.031,Rail,Route A,146.41,Bangalore,1.3,43509.75
12,Festive,haircare,96.32,93,538,Female,50,18,234,10,24.27,150,25,49.93,Pass,0.068,Road,Route C,205.51,Chennai,1.3,67366.21
10,Festive,haircare,99.41,84,1502,Male,489,8,249,11,22.68,505,30,98.46,Pending,0.103,Sea,Route B,62.2,Chennai,1.3,194107.97
1,Winter,haircare,81.19,99,1986,Male,257,5,266,11,22.65,1120,13,69.49,Fail,0.225,Sea,Route B,89.26,Hyderabad,0.9,145119.01
4,Summer,haircare,38.67,30,263,Non-binary,284,9,151,6,9.19,329,38,98.08,Pending,0.242,Rail,Route A,71.65,Bangalore,1.1,11187.23
7,Rainy,skincare,137.2,87,738,Male,167,15,248,12,9.23,371,10,29.77,Pass,0.008,Sea,Route B,98.82,Kolkata,0.95,96190.92
9,Rainy,skincare,103.37,96,1453,Non-binary,167,9,64,14,11.86,1102,37,105.53,Fail,0.005,Sea,Route B,209.23,Mumbai,0.95,142686.78
3,Summer,skincare,43.89,34,669,Non-binary,66,10,26,12,22.36,1469,19,119.44,Pass,0.146,Air,Route B,230.97,Bangalore,1.1,32298.65
12,Festive,haircare,91.31,76,246,Non-binary,263,18,18,7,21.89,1122,22,64.18,Fail,0.116,Sea,Route B,171.16,Mumbai,1.3,29200.94
11,Festive,skincare,89.67,93,1082,Male,276,14,277,12,9.37,758,27,71.25,Pass,0.127,Sea,Route B,221.98,Hyderabad,1.3,126129.82
7,Rainy,skincare,37.25,83,1059,Non-binary,497,18,131,12,14.92,1394,11,38.71,Pending,0.244,Road,Route B,129.41,Chennai,0.95,37475.36
7,Rainy,skincare,102.82,30,867,Non-binary,102,16,46,4,13.45,126,18,88.36,Fail,0.181,Air,Route B,111.72,Kolkata,0.95,84687.69
7,Rainy,skincare,127.0,39,209,Non-binary,375,5,178,14,17.31,1176,18,27.75,Pending,0.038,Rail,Route A,130.75,Kolkata,0.95,25215.85
2,Winter,skincare,119.88,49,493,Male,161,10,269,3,7.71,1081,24,76.66,Fail,0.246,Air,Route B,65.04,Kolkata,0.9,53190.76
6,Rainy,haircare,54.36,29,1684,Male,148,6,80,3,4.87,973,38,61.85,Pending,0.126,Sea,Route C,246.0,Chennai,0.95,86965.13
2,Winter,skincare,133.48,73,1305,Male,472,9,26,7,3.6,738,34,40.0,Pending,0.143,Road,Route A,230.84,Mumbai,0.9,156772.26
6,Rainy,skincare,71.11,77,1696,Male,29,16,111,14,11.39,867,33,102.5,Fail,0.245,Rail,Route B,83.59,Kolkata,0.95,114572.43
10,Festive,haircare,143.58,98,542,Female,476,11,227,7,23.83,579,11,95.11,Pending,0.025,Air,Route B,219.15,Kolkata,1.3,101166.47
3,Summer,haircare,38.61,48,846,Male,196,18,287,13,18.07,59,34,49.97,Fail,0.022,Air,Route B,98.33,Chennai,1.1,35930.47
2,Winter,skincare,88.35,20,853,Non-binary,417,5,246,8,19.48,627,34,58.63,Pass,0.041,Air,Route B,122.75,Kolkata,0.9,67826.3
12,Festive,skincare,101.65,77,229,Male,463,9,113,10,23.79,58,30,45.26,Fail,0.054,Air,Route C,114.36,Kolkata,1.3,30261.21
6,Rainy,skincare,59.72,40,1966,Female,229,11,142,4,12.29,440,9,40.98,Pass,0.129,Sea,Route B,182.81,Chennai,0.95,111539.04
2,Winter,skincare,122.57,34,1899,Female,61,9,18,8,13.44,165,29,42.14,Pass,0.105,Air,Route C,65.03,Kolkata,0.9,209484.39
5,Summer,haircare,105.23,86,1526,Female,143,4,69,8,10.91,1113,34,33.38,Fail,0.16,Sea,Route B,174.06,Delhi,1.1,176639.08
2,Winter,skincare,32.17,52,604,Male,206,8,285,9,6.99,1430,38,53.89,Pass,0.117,Sea,Route A,200.14,Mumbai,0.9,17487.61
3,Summer,haircare,103.0,57,819,Female,44,5,132,6,19.86,660,23,89.37,Pending,0.17,Rail,Route C,141.99,Kolkata,1.1,92792.7
3,Summer,skincare,88.98,38,1777,Female,183,3,299,4,22.95,788,34,46.31,Pass,0.061,Rail,Route A,167.58,Hyderabad,1.1,173929.21
6,Rainy,skincare,53.52,23,121,Female,370,4,134,12,20.91,167,12,90.29,Fail,0.182,Rail,Route A,184.09,Mumbai,0.95,6152.12
6,Rainy,skincare,149.49,95,1140,Male,54,16,80,12,4.05,120,26,96.53,Pending,0.241,Rail,Route A,215.4,Delhi,0.95,161897.67
10,Festive,haircare,137.66,77,974,Female,272,13,175,14,9.58,727,34,53.82,Pending,0.01,Road,Route B,247.47,Kolkata,1.3,174305.09
3,Summer,skincare,65.1,89,930,Female,494,3,41,3,16.03,931,22,25.77,Fail,0.099,Road,Route B,233.29,Delhi,1.1,66597.3
3,Summer,skincare,94.93,31,733,Non-binary,266,4,183,5,10.2,526,27,91.78,Fail,0.178,Rail,Route B,85.69,Mumbai,1.1,76542.06
12,Festive,haircare,67.98,98,381,Non-binary,489,1,34,13,6.3,487,28,33.89,Pass,0.049,Rail,Route A,63.89,Chennai,1.3,33670.49
1,Winter,skincare,123.06,36,1350,Non-binary,414,8,170,9,14.84,198,20,47.4,Pending,0.067,Road,Route B,218.33,Hyderabad,0.9,149517.9
7,Rainy,haircare,141.64,20,1543,Female,29,9,135,6,14.47,283,12,79.16,Pass,0.239,Road,Route B,190.17,Mumbai,0.95,207622.99
8,Rainy,skincare,73.06,33,472,Non-binary,283,5,294,2,18.62,118,17,111.95,Fail,0.186,Rail,Route B,71.38,Bangalore,0.95,32760.1
2,Winter,haircare,126.67,21,1424,Male,124,12,196,13,25.0,217,18,95.52,Pass,0.237,Road,Route C,79.7,Chennai,0.9,162340.27
4,Summer,haircare,89.81,23,1108,Non-binary,239,9,168,13,17.26,289,24,46.92,Pending,0.248,Rail,Route B,110.78,Kolkata,1.1,109460.43
10,Festive,haircare,77.59,85,385,Male,274,4,35,4,9.97,796,36,101.28,Pass,0.072,Sea,Route B,150.19,Bangalore,1.3,38833.8
7,Rainy,skincare,142.61,65,1239,Non-binary,426,17,72,6,24.04,615,39,60.98,Fail,0.213,Air,Route C,246.94,Delhi,0.95,167859.1
8,Rainy,haircare,91.25,69,1272,Non-binary,153,12,94,7,15.57,1106,12,34.42,Fail,0.064,Road,Route C,107.92,Delhi,0.95,110266.5
1,Winter,haircare,86.09,79,503,Non-binary,225,13,235,3,17.21,546,6,50.94,Fail,0.195,Road,Route B,77.32,Hyderabad,0.9,38972.94
4,Summer,skincare,110.69,71,1805,Male,143,11,186,14,10.87,1284,27,102.18,Pass,0.199,Rail,Route A,94.54,Bangalore,1.1,219775.0
6,Rainy,haircare,61.35,67,189,Male,235,17,248,9,12.94,118,6,57.09,Pass,0.242,Road,Route A,184.85,Kolkata,0.95,11015.39
3,Summer,skincare,68.98,58,1242,Non-binary,83,15,56,14,12.21,103,32,58.0,Pass,0.249,Sea,Route C,110.84,Kolkata,1.1,94240.48
5,Summer,skincare,141.85,89,795,Male,476,9,287,13,23.6,991,9,117.64,Fail,0.159,Sea,Route C,232.9,Bangalore,1.1,124047.83
10,Festive,haircare,111.42,79,1007,Non-binary,321,4,201,8,20.81,867,29,71.63,Fail,0.184,Road,Route C,137.79,Mumbai,1.3,145859.92
9,Rainy,haircare,129.2,49,1899,Female,379,12,183,8,5.0,1347,5,69.68,Pending,0.203,Road,Route A,72.14,Hyderabad,0.95,233083.26
11,Festive,skincare,62.53,46,1862,Female,57,3,169,12,9.91,820,26,92.99,Fail,0.208,Sea,Route B,57.38,Bangalore,1.3,151360.12
3,Summer,haircare,95.25,93,1216,Female,267,17,222,8,4.23,411,11,116.17,Pass,0.128,Rail,Route B,146.89,Chennai,1.1,127406.4
5,Summer,haircare,146.57,74,728,Male,172,7,100,6,14.37,1188,27,118.93,Pending,0.056,Air,Route A,220.31,Chennai,1.1,117373.26
8,Rainy,haircare,68.24,89,1101,Female,241,7,243,3,9.15,308,28,98.02,Pass,0.206,Rail,Route B,163.95,Bangalore,0.95,71375.63
6,Rainy,haircare,49.26,45,546,Non-binary,361,12,174,9,4.61,703,30,107.15,Fail,0.156,Rail,Route A,159.84,Mumbai,0.95,25551.16
4,Summer,skincare,91.31,61,411,Non-binary,277,10,189,4,19.98,1209,18,110.73,Pending,0.165,Road,Route B,173.76,Hyderabad,1.1,41281.25
8,Rainy,skincare,76.54,86,1441,Male,492,8,118,4,5.0,911,35,94.5,Pass,0.103,Air,Route C,239.25,Chennai,0.95,104779.43
11,Festive,haircare,49.15,86,220,Non-binary,43,9,43,3,8.97,1092,31,76.44,Fail,0.231,Road,Route C,217.27,Kolkata,1.3,14056.9
3,Summer,skincare,136.63,71,416,Female,376,14,198,3,19.98,609,26,45.01,Pass,0.221,Road,Route A,188.69,Chennai,1.1,62521.89
3,Summer,haircare,148.89,25,237,Non-binary,86,6,230,3,14.25,1295,21,92.87,Pass,0.036,Rail,Route A,227.25,Kolkata,1.1,38815.62
4,Summer,haircare,98.23,29,1866,Male,268,19,182,14,20.98,233,34,70.18,Pass,0.047,Sea,Route C,169.88,Chennai,1.1,201626.9
9,Rainy,haircare,122.96,57,917,Non-binary,254,15,178,7,12.12,375,25,111.72,Pending,0.118,Rail,Route A,153.96,Bangalore,0.95,107116.6
5,Summer,haircare,133.08,96,1783,Non-binary,109,7,75,9,20.93,366,12,20.14,Pass,0.163,Rail,Route A,44.12,Chennai,1.1,261009.8
8,Rainy,skincare,114.12,31,1407,Female,113,8,277,4,14.84,1249,6,112.02,Pending,0.072,Rail,Route A,140.36,Chennai,0.95,152538.5
6,Rainy,haircare,35.3,65,1777,Male,368,3,280,7,4.93,1104,10,115.0,Pass,0.108,Sea,Route B,48.86,Hyderabad,0.95,59591.69
3,Summer,skincare,48.92,68,1967,Female,346,11,135,4,13.37,1243,17,41.95,Pass,0.04,Air,Route A,205.03,Mumbai,1.1,105848.2
8,Rainy,haircare,38.52,91,1643,Non-binary,208,4,256,10,15.18,1062,33,107.9,Pending,0.078,Road,Route A,44.05,Bangalore,0.95,60123.94
12,Festive,skincare,31.19,82,1628,Male,156,2,281,2,16.47,262,39,79.02,Fail,0.151,Sea,Route C,48.52,Mumbai,1.3,66010.52
9,Rainy,skincare,66.72,88,490,Non-binary,192,1,268,8,23.41,1408,34,49.34,Pending,0.053,Rail,Route B,47.76,Delhi,0.95,31058.16
8,Rainy,skincare,77.08,62,1128,Non-binary,497,7,247,9,7.04,326,38,87.55,Pass,0.236,Air,Route B,125.44,Bangalore,0.95,82598.93
4,Summer,skincare,58.92,79,868,Female,35,12,100,10,16.33,1372,24,99.75,Fail,0.237,Road,Route C,171.91,Chennai,1.1,56256.82
11,Festive,haircare,37.75,48,466,Non-binary,394,8,225,6,19.54,511,19,62.15,Pass,0.153,Air,Route B,231.6,Delhi,1.3,22868.95
6,Rainy,skincare,93.58,97,940,Male,383,13,239,7,22.58,363,14,82.12,Pending,0.032,Air,Route C,135.74,Hyderabad,0.95,83566.94
1,Winter,haircare,62.8,93,591,Male,251,6,164,6,14.56,215,28,40.15,Fail,0.097,Road,Route A,211.69,Kolkata,0.9,33403.32
4,Summer,skincare,125.52,30,857,Female,417,7,173,11,7.71,177,22,23.26,Pending,0.183,Sea,Route B,149.0,Bangalore,1.1,118327.7
8,Rainy,skincare,30.97,54,1589,Female,429,6,154,6,20.99,686,7,113.55,Pending,0.06,Air,Route B,81.49,Bangalore,0.95,46750.76
1,Winter,skincare,131.1,42,1358,Male,193,12,199,12,22.91,750,32,35.42,Pass,0.201,Air,Route C,227.24,Hyderabad,0.9,160230.42
3,Summer,haircare,144.57,91,1485,Female,120,7,138,12,5.34,1110,16,71.38,Pass,0.002,Road,Route B,201.38,Chennai,1.1,236155.1
1,Winter,skincare,115.94,40,621,Non-binary,205,10,285,8,8.05,143,37,28.52,Pending,0.048,Road,Route B,168.87,Bangalore,0.9,64798.87
9,Rainy,haircare,118.04,56,1365,Male,477,7,206,13,22.17,938,20,105.58,Pass,0.079,Rail,Route A,230.19,Hyderabad,0.95,153068.37
2,Winter,haircare,142.03,47,1565,Female,49,15,201,5,13.66,679,7,97.15,Pending,0.242,Air,Route C,199.62,Chennai,0.9,200049.26
9,Rainy,haircare,55.09,77,1956,Male,489,2,264,14,6.72,148,37,39.34,Pending,0.189,Sea,Route C,72.91,Chennai,0.95,102368.24
4,Summer,skincare,149.35,72,287,Non-binary,399,8,62,7,17.2,212,28,101.38,Fail,0.005,Air,Route C,68.08,Hyderabad,1.1,47149.8
2,Winter,skincare,122.82,47,503,Female,331,17,118,5,13.08,731,5,54.13,Fail,0.116,Rail,Route C,125.18,Bangalore,0.9,55600.61
4,Summer,skincare,117.19,61,1949,Male,369,16,117,14,24.3,91,18,103.92,Pending,0.173,Road,Route C,77.71,Bangalore,1.1,251243.64
12,Festive,skincare,73.33,92,526,Non-binary,307,13,198,3,7.9,101,13,45.07,Fail,0.154,Rail,Route B,118.06,Kolkata,1.3,50143.05
11,Festive,skincare,95.49,80,512,Female,97,18,290,3,10.97,282,39,67.16,Pending,0.116,Sea,Route B,76.9,Hyderabad,1.3,63558.14
11,Festive,skincare,108.47,98,1637,Male,42,4,38,13,6.66,443,20,46.15,Fail,0.065,Rail,Route B,231.55,Chennai,1.3,230835.01
10,Festive,skincare,104.44,52,253,Non-binary,36,12,124,14,4.09,1276,13,86.99,Fail,0.093,Road,Route B,104.3,Mumbai,1.3,34350.32
6,Rainy,haircare,114.6,74,302,Non-binary,141,11,44,5,9.03,51,16,25.44,Pending,0.178,Sea,Route A,221.62,Kolkata,0.95,32878.74
11,Festive,skincare,39.89,56,316,Non-binary,247,2,169,12,21.04,435,35,77.9,Fail,0.189,Sea,Route B,109.47,Kolkata,1.3,16386.81
7,Rainy,haircare,72.68,66,581,Non-binary,496,16,136,6,8.88,130,10,93.74,Pass,0.123,Sea,Route A,51.61,Mumbai,0.95,40115.73
